"","x"
"10138","staatliche unterstützung geht"
"10139","schließlich wenig sinnvoll"
"10140","automobilindustrie tiefgreifend viele"
"10141","tiefgreifend viele regierungen"
"10142","viele regierungen weltweit"
"10143","absatzstarken regionen china"
"10144","europa fördern elektroautos"
"10145","erfolge inzwischen offensichtlich"
"10146","nachfrage übersteigt teilweise"
"10147","seit jahren absehbar"
"10148","wandel gerade kleinere"
"10149","gerade kleinere unternehmen"
"10150","auto liefern müssen"
"10151","neue nachfrage einzustellen"
"10152","jemand autos kaufte"
"10153","autos kaufte weshalb"
"10154","hilfe brauchen wirtschaftsforscher"
"10155","sagt etwa stefan"
"10156","etwa stefan bratzel"
"10157","stefan bratzel professor"
"10158","denen zukommen lassen"
"10159","künstlich betriebe erhalten"
"10160","danach pleitezugehen beschäftigte"
"10161","pleitezugehen beschäftigte brauchen"
"10162","beschäftigte brauchen neue"
"10163","brauchen neue qualifikationen"
"10164","branche stellen gestrichen"
"10165","bestehen e autos"
"10166","wäre wenig sinnvoll"
"10167","meisten tun müssen"
"10168","tun müssen jobs"
"10169","experten uneins steffen"
"10170","uneins steffen müller"
"10171","steffen müller leiter"
"10172","wirtschaftsforschung halle iwh"
"10173","halle iwh macht"
"10174","größtenteils hoch qualifiziert"
"10175","hoch qualifiziert seien"
"10176","fachkräftemangel sagt müller"
"10177","sagt müller arbeitsplatzsicherung"
"10178","finden seien gebe"
"10179","gut bezahlten jobs"
"10180","bezahlten jobs langfristig"
"10181","jobs langfristig geht"
"10182","deutschland insgesamt wettbewerbsfähige"
"10183","insgesamt wettbewerbsfähige arbeitsplätze"
"10184","sichern dafür müssen"
"10185","permanent anpassen sagt"
"10186","anpassen sagt müller"
"10187","elektrowende weniger optimistisch"
"10188","oft einfache tätigkeiten"
"10189","qualifikationen bratzel spricht"
"10190","beim kurzarbeitergeld sinnvoll"
"10191","regierung zuletzt verlängert"
"10192","nehmen viele firmen"
"10193","deutschlands unternehmen sollen"
"10194","beschäftigten weiterhin länger"
"10195","beschäftigten helfen sollen"
"10196","corona krise besser"
"10197","jahr 2021 hinein"
"10198","2021 hinein verlängert"
"10199","arbeitsminister hubertus heil"
"10200","hubertus heil spd"
"10201","24 monate verlängert"
"10202","31 dezember 2020"
"10203","dezember 2020 gelten"
"10204","2020 gelten arbeitgeber"
"10205","gelten arbeitgeber bekommen"
"10206","arbeitgeber bekommen zudem"
"10207","kurzarbeit fälligen sozialbeiträge"
"10208","arbeit ba erstattet"
"10209","ba beziffert heil"
"10210","nachrichtenagentur reuters vorliegenden"
"10211","reuters vorliegenden entwürfen"
"10212","etwa fünf milliarden"
"10213","fünf milliarden euro"
"10214","corona krise eingeführten"
"10215","krise eingeführten hilfen"
"10216","erwartet worden cdu"
"10217","worden cdu politiker"
"10218","wolfgang steiger generalsekretär"
"10219","vorfeld kritisiert merz"
"10220","kritisiert merz warnte"
"10221","zeitung rheinische post"
"10222","gefahr dass arbeitnehmer"
"10223","anderswo dringend gebraucht"
"10224","verlängerung könne notwendige"
"10225","könne notwendige veränderungen"
"10226","strukturwandel hemmen ig"
"10227","hemmen ig metall"
"10228","ig metall verlangt"
"10229","metall verlangt gegenleistung"
"10230","arbeitgeber bundesarbeitsminister hubertus"
"10231","bundesarbeitsminister hubertus heil"
"10232","hubertus heil spd"
"10233","heil spd verteidigte"
"10234","innovationsanreiz gesetzt heil"
"10235","gesetzt heil wies"
"10236","heil wies vorwürfe"
"10237","wies vorwürfe zurück"
"10238","vorwürfe zurück wonach"
"10239","mehr wettbewerbsfähig seien"
"10240","akademischen stube redeten"
"10241","stube redeten sollten"
"10242","redeten sollten mal"
"10243","betrieb gehen sagte"
"10244","gehen sagte heil"
"10245","verwies darauf dass"
"10246","ig metall begrüßte"
"10247","bundesregierung solle spätestens"
"10248","krisenregeln entscheiden zudem"
"10249","entscheiden zudem sollten"
"10250","zudem sollten künftig"
"10251","gegenzug betriebsbedingte kündigungen"
"10252","kurzarbeit ausschließen verlangte"
"10253","ig metall vorsitzende"
"10254","metall vorsitzende jörg"
"10255","vorsitzende jörg hofmann"
"10256","2020 rechnet creditreform"
"10257","dicke ende kommt"
"10258","ende kommt erst"
"10259","massiven hilfen zögern"
"10260","hinaus sagen experten"
"10261","seit etlichen wochen"
"10262","etlichen wochen schon"
"10263","handelsverband deutschland hde"
"10264","angesichts sinkender frequenzen"
"10265","internet zehntausende stationärer"
"10266","zehntausende stationärer einzelhändler"
"10267","veranstaltungswirtschaft stößt laut"
"10268","aktionsbündnis alarmstufe rot"
"10269","seit monaten weder"
"10270","monaten weder festivals"
"10271","kongresse statt überschritten"
"10272","grenzen bislang indes"
"10273","zeigen aktuelle zahlen"
"10274","13,4 prozent weniger"
"10275","niedrigste stand seit"
"10276","stand seit einführung"
"10277","jahr 1999 gesunken"
"10278","heimischen volkswirtschaft bildet"
"10279","deutschen unternehmen entkoppelt"
"10280","unternehmen entkoppelt sagt"
"10281","entkoppelt sagt patrik"
"10282","sagt patrik ludwig"
"10283","patrik ludwig hantzsch"
"10284","bundesregierung angefangen beim"
"10285","angefangen beim kurzarbeitergeld"
"10286","geschäftsführern genutzt wurde"
"10287","genutzt wurde creditreform"
"10288","wurde creditreform schreibt"
"10289","großen mitnahmeeffekten ab"
"10290","böses erwachen geben"
"10291","corona krise eigentlich"
"10292","wort zombieunternehmen macht"
"10293","zombieunternehmen macht daher"
"10294","macht daher schon"
"10295","daher schon länger"
"10296","eigentlich längst hätten"
"10297","längst hätten pleite"
"10298","billige kredite künstlich"
"10299","volkswirtschaft erklärt hantzsch"
"10300","erklärt hantzsch unternehmen"
"10301","tragbares geschäftsmodell müssen"
"10302","corona wettbewerbsfähig bleibt"
"10303","wettbewerbsfähig bleibt branchen"
"10304","einzelhandel stünden ohnehin"
"10305","maßnahmen teilweise verzögert"
"10306","aussetzung spürbar weniger"
"10307","spürbar weniger insolvenzmeldungen"
"10308","weniger insolvenzmeldungen heißt"
"10309","creditreform gleichwohl bleibt"
"10310","höchstens fünf mitarbeitern"
"10311","fünf mitarbeitern beteiligt"
"10312","mitarbeitern beteiligt dennoch"
"10313","arbeitsplatzverluste deutlich gestiegen"
"10314","gab wesentlich mehr"
"10315","wesentlich mehr insolvenzen"
"10316","50 millionen euro"
"10317","beispiel meldet creditreform"
"10318","gut 36 prozent"
"10319","50 millionen euro"
"10320","millionen euro jahreserlös"
"10321","euro jahreserlös gab"
"10322","rund 34 milliarden"
"10323","34 milliarden euro"
"10324","milliarden euro angesammelt"
"10325","vorjahr ähnlich hoch"
"10326","schadensvolumen zuletzt 2012"
"10327","38,5 milliarden euro"
"10328","milliarden euro damals"
"10329","euro damals indes"
"10330","deutlich höheren fallzahl"
"10331","fast 29.000 unternehmensinsolvenzen"
"10332","29.000 unternehmensinsolvenzen 2020"
"10333","unternehmensinsolvenzen 2020 summierten"
"10334","durchschnittlich gut zwei"
"10335","gut zwei millionen"
"10336","zwei millionen euro"
"10337","millionen euro pro"
"10338","euro pro fall"
"10339","neuer höchstwert gleichzeitig"
"10340","höchstwert gleichzeitig kletterte"
"10341","laufenden jahr dass"
"10342","jahr dass mehr"
"10343","dass mehr großbetriebe"
"10344","oftmals besser beraten"
"10345","besser beraten heißt"
"10346","saniererzunft bekanntere großpleiten"
"10347","warenhauskette galeria karstadt"
"10348","galeria karstadt kaufhof"
"10349","modehändler esprit tom"
"10350","esprit tom tailor"
"10351","großen unternehmen nutzen"
"10352","fälle angewendet auffällig"
"10353","insolvenz betroffenen jobs"
"10354","betroffenen jobs seit"
"10355","jobs seit beginn"
"10356","ruhigsten sagt steffen"
"10357","sagt steffen müller"
"10358","wirtschaftsforschung halle iwh"
"10359","halle iwh laut"
"10360","größten unternehmen deren"
"10361","unternehmen deren insolvenz"
"10362","november gemeldet wurde"
"10363","gemeldet wurde insgesamt"
"10364","monat 2020 betroffen"
"10365","2020 betroffen allerdings"
"10366","betroffen allerdings sei"
"10367","allerdings sei klar"
"10368","sei klar dass"
"10369","klar dass bereits"
"10370","dass bereits wenige"
"10371","pleitezahlen bald steigen"
"10372","bald steigen scheint"
"10373","steigen scheint einhellige"
"10374","scheint einhellige meinung"
"10375","co hätten durchaus"
"10376","geschätzt knapp 3300"
"10377","insolvenzzahlen sagt etwa"
"10378","sagt etwa christoph"
"10379","etwa christoph niering"
"10380","insolvenzverwalter deutschlands vid"
"10381","sprechen zumal etliche"
"10382","staatlichen hilfen erhalten"
"10383","hilfen erhalten bleiben"
"10384","erhalten bleiben darunter"
"10385","trendumkehr rund 24.000"
"10386","rund 24.000 pleiten"
"10387","24.000 pleiten prognostiziert"
"10388","auskunftei früheren aussagen"
"10389","früheren aussagen zufolge"
"10390","bundesbank deckt insbesondere"
"10391","rezession massive auswirkungen"
"10392","erstes prominentes unternehmen"
"10393","prominentes unternehmen getroffen"
"10394","unternehmen getroffen steht"
"10395","lang erwartete pleitewelle"
"10396","erwartete pleitewelle bevor"
"10397","pleitewelle bevor nein"
"10398","50.000 einzelhandelsgeschäfte stehen"
"10399","handelsverband deutschland hde"
"10400","corona krise fast"
"10401","krise fast schon"
"10402","fast schon gebetsmühlenartig"
"10403","schon gebetsmühlenartig erst"
"10404","gebetsmühlenartig erst recht"
"10405","erst recht seit"
"10406","erneut geschlossene läden"
"10407","geschlossene läden sorgt"
"10408","läden sorgt zugleich"
"10409","gegenzug versprochenen finanzhilfen"
"10410","ankommen eindringlich bitten"
"10411","darauf hinzuwirken dass"
"10412","hinzuwirken dass vizekanzler"
"10413","dass vizekanzler scholz"
"10414","finanzhilfen unkompliziert schnell"
"10415","handel ankommen heißt"
"10416","bundeskanzlerin angela merkel"
"10417","angela merkel cdu"
"10418","merkel cdu befeuert"
"10419","prominenten pleite fall"
"10420","billigkette adler modemärkte"
"10421","beim amtsgericht aschaffenburg"
"10422","amtsgericht aschaffenburg insolvenz"
"10423","aschaffenburg insolvenz angemeldet"
"10424","erneute corona bedingte"
"10425","corona bedingte schließung"
"10426","bedingte schließung fast"
"10427","wahl gelassen sagt"
"10428","gelassen sagt vorstandschef"
"10429","sagt vorstandschef thomas"
"10430","vorstandschef thomas freude"
"10431","s e kapital"
"10432","seit gut vier"
"10433","gut vier jahren"
"10434","vier jahren insolvente"
"10435","jahren insolvente steilmann"
"10436","insolvente steilmann se"
"10437","finanzinvestor equinox stecken"
"10438","equinox stecken versucht"
"10439","stecken versucht ohnehin"
"10440","versucht ohnehin schon"
"10441","ohnehin schon seit"
"10442","schon seit monaten"
"10443","fast 53 prozentiges"
"10444","53 prozentiges aktienpaket"
"10445","eigenen angaben 171"
"10446","angaben 171 filialen"
"10447","171 filialen betreiben"
"10448","filialen betreiben davon"
"10449","betreiben davon 142"
"10450","sogenannten sachwalter unterstützt"
"10451","zuletzt 3350 mitarbeitern"
"10452","3350 mitarbeitern christian"
"10453","mitarbeitern christian gerloff"
"10454","per staatsbürgschaft gesicherten"
"10455","staatsbürgschaft gesicherten kredit"
"10456","gesicherten kredit überstanden"
"10457","neun monats bilanz"
"10458","monats bilanz stand"
"10459","63 millionen euro"
"10460","30 prozent geschrumpften"
"10461","prozent geschrumpften umsatz"
"10462","239 millionen euro"
"10463","zielgruppe 55 wendet"
"10464","55 wendet vorstandschef"
"10465","wendet vorstandschef freude"
"10466","geschäftsbetrieb aufrechtzuerhalten adler"
"10467","aufrechtzuerhalten adler schnellstmöglich"
"10468","fall adler signalwirkung"
"10469","reihenweise weitere insolvenzen"
"10470","weitere insolvenzen folgen"
"10471","branchen glauben experten"
"10472","entwicklung bislang ohnehin"
"10473","bislang ohnehin schon"
"10474","ohnehin schon reichlich"
"10475","schon reichlich paradox"
"10476","reichlich paradox verläuft"
"10477","paradox verläuft trotz"
"10478","verläuft trotz massiver"
"10479","trotz massiver krise"
"10480","vergangenen monaten sogar"
"10481","monaten sogar gesunken"
"10482","sogar gesunken wobei"
"10483","gesunken wobei probleme"
"10484","insolvenz münden müssen"
"10485","münden müssen viele"
"10486","markt verschwinden sagt"
"10487","verschwinden sagt christoph"
"10488","sagt christoph niering"
"10489","christoph niering vorsitzender"
"10490","verbands insolvenzverwalter deutschlands"
"10491","insolvenzverwalter deutschlands vid"
"10492","statistischen bundesamt erfasst"
"10493","bundesamt erfasst wurden"
"10494","oktober 2020 knapp"
"10495","2020 knapp 13.600"
"10496","knapp 13.600 fälle"
"10497","26 prozent weniger"
"10498","jahr zuvor grund"
"10499","zuvor grund dafür"
"10500","ende september zahlungsunfähige"
"10501","september zahlungsunfähige firmen"
"10502","zahlungsunfähige firmen mussten"
"10503","sogar 18 prozent"
"10504","bisherigen verlauf stetig"
"10505","verlauf stetig sinkender"
"10506","stetig sinkender verfahrenszahlen"
"10507","sinkender verfahrenszahlen seit"
"10508","verfahrenszahlen seit beginn"
"10509","corona pandemie dar"
"10510","pandemie dar ordnet"
"10511","vorhergesagten zahlen beziehen"
"10512","dezember 2019 liegen"
"10513","insolvenzanmeldungen dagegen immer"
"10514","neun prozent niedriger"
"10515","glaubt patrik ludwig"
"10516","patrik ludwig hantzsch"
"10517","große trendwende steht"
"10518","auskunftei creditreform schließlich"
"10519","creditreform schließlich greife"
"10520","statistik effekt aufgrund"
"10521","bearbeitungszeiten tatsächlich wurde"
"10522","januar erneut ausgesetzt"
"10523","längst denkt bundesjustizministerin"
"10524","denkt bundesjustizministerin christine"
"10525","bundesjustizministerin christine lambrecht"
"10526","christine lambrecht spd"
"10527","lambrecht spd öffentlich"
"10528","spd öffentlich darüber"
"10529","februar aufrechtzuerhalten 2021"
"10530","superwahljahr kommentiert hantzsch"
"10531","vid erwartet politisches"
"10532","erwartet politisches wohlwollen"
"10533","insolvenzgeschehen bleibt staatlich"
"10534","bleibt staatlich gelenkt"
"10535","staatlich gelenkt sagt"
"10536","große frage sei"
"10537","kommenden monaten sicherlich"
"10538","entscheidende rolle vid"
"10539","corona krise eigentlich"
"10540","sagt etwa wirtschaftsforscher"
"10541","etwa wirtschaftsforscher hantzsch"
"10542","wort zombieunternehmen macht"
"10543","zombieunternehmen macht daher"
"10544","macht daher schon"
"10545","daher schon länger"
"10546","eigentlich längst hätten"
"10547","längst hätten pleite"
"10548","billige kredite künstlich"
"10549","volkswirtschaft erklärt hantzsch"
"10550","erklärt hantzsch unternehmen"
"10551","tragbares geschäftsmodell müssen"
"10552","corona wettbewerbsfähig bleibt"
"10553","wettbewerbsfähig bleibt besser"
